"name","asset_tag","serial_number","location","location.city","u_building","u_room","u_floor","po_number","u_retired_date","u_last_rounded_date","u_device_rounding","u_department_location","location.u_deskside_assignment_group"
"LD030965","HSS-8058381","B2KQ6G3","VIHA-PMAPCC-Port McNeill A'ekakila'as Primary Care Centre-Main Building-1st Floor","Port McNeill","Main Building","Basement","1","VIHATRP20220502-001","","04/23/2025","General Rounding","Public Health Nursing","NTT-Deskside Services-PortHardy-Remote"
"PC031987","HSS-8058384","6SDNMH3","VIHA-PMH-Port McNeill Hospital-Main Building-1st Floor","Port McNeill","Admin Trailer","Room to left of entrance HCC","1","VIHATRP20220502-004","","06/15/2026","General Rounding","Home & Community Care","NTT-Deskside Services-PortHardy-Remote"
"LD038224","HSS-8058386","F6ZS5J3","VIHA-PMH-Port McNeill Hospital-Main Building-1st Floor","Port McNeill","Main Building","Admin Building (trailer)","1","VIHATRP20220502-006","","02/20/2026","General Rounding","Administration","NTT-Deskside Services-PortHardy-Remote"
"PC031994","HSS-8058388","B9RH2G3","VIHA-PMH-Port McNeill Hospital-Main Building-1st Floor","Port McNeill","Main Building","Mental Health Office Admin Trailer (Admin Assistan","1","VIHATRP20220502-008","","06/15/2026","General Rounding","Administration","NTT-Deskside Services-PortHardy-Remote"
"LD065373","HSS-8058391","5ZQD3J3","VIHA-PMH-Port McNeill Hospital-Main Building-1st Floor","Port McNeill","Main Building","Mental Health Office Admin Trailer (Office)","1","VIHATRP20220502-011","","11/07/2025","General Rounding","Administration","NTT-Deskside Services-PortHardy-Remote"
"PC067007","HSS-8070170","172RQN3","VIHA-CICHC-Cormorant Island Community Health Centre-Main Building-1st Floor","Alert Bay","Main Building","PACS Server Room XRay","1","VIHATRP11212022-001","","05/28/2026","General Rounding","Medical Imaging","NTT-Deskside Services-PortHardy-Remote"
"LD035973","HSS-8073271","GPKWDK3","VIHA-PHHC-Port Hardy Health Centre-Main Building-1st Floor","Port Hardy","Main Building","Dietitian Office (Back Office - 3rd from door)","1","VIHATRP20230320-114","","07/18/2024","General Rounding","CSN PHC","NTT-Deskside Services-PortHardy-Local"
"PC037392","HSS-8074188","7S33XP3","VIHA-PHFP-Port Hardy Family Practice-Main Building-1st Floor","Port Hardy","Main Building","Unit A (Center for Hope)","2","VIHATRP20230509-003","","03/04/2024","General Rounding","PH Public Health Nursing","NTT-Deskside Services-PortHardy-Local"
"LD065892","HSS-8074189","FQ02JW3","VIHA-PHHC-Port Hardy Health Centre-Main Building-1st Floor","Port Hardy","Main Building","Dietitian Office (Back Office - Left of door)","1","VIHATRP20230509-004","","02/26/2026","General Rounding","PHC/CDM Pt McNeill","NTT-Deskside Services-PortHardy-Local"
"LD065896","HSS-8074190","GK7SQV3","VIHA-PHHC-Port Hardy Health Centre-Main Building-1st Floor","Port Hardy","Main Building","Environment Office (Front of building)","1","VIHATRP20230509-005","","12/02/2025","General Rounding","Environmental Health","NTT-Deskside Services-PortHardy-Local"
"LD039569","HSS-8074192","37HTQV3","VIHA-PHHC-Port Hardy Health Centre-Main Building-1st Floor","Port Hardy","Main Building","Nurses Office","1","VIHATRP20230509-007","","05/21/2025","General Rounding","OBGH HUB Admin","NTT-Deskside Services-PortHardy-Local"
"PC031984","HSS-8074193","9K25XP3","VIHA-PHH-Port Hardy Hospital-Main Building-1st Floor","Port Hardy","Main Building","General Office (Admitting)","1","VIHATRP20230509-008","","12/09/2025","Excluded","Emergency/Ambulatory Care","NTT-Deskside Services-PortHardy-Staffed"
"PC035250","HSS-8074195","6FZ4XP3","VIHA-PHH-Port Hardy Hospital-Main Building-1st Floor","Port Hardy","Main Building","Nurses Station (Downtime)-ERM","1","VIHATRP20230509-010","","07/13/2026","Critical Clinical","RC Eagle Ridge Manor","NTT-Deskside Services-PortHardy-Staffed"
"LD038222","HSS-8074198","990LTV3","VIHA-PHH-Port Hardy Hospital-Main Building-1st Floor","Port Hardy","Main Building","Kitchen - goes home","1","VIHATRP20230509-013","","03/31/2026","Excluded","Patient Food Services","NTT-Deskside Services-PortHardy-Staffed"
"PC067101","HSS-8074199","4K25XP3","VIHA-PHH-Port Hardy Hospital-Main Building-1st Floor","Port Hardy","Main Building","Laboratory (Left Rear of Lab)","1","VIHATRP20230509-014","","07/10/2026","General Rounding","Laboratory","NTT-Deskside Services-PortHardy-Staffed"
"PC031976","HSS-8074200","5J25XP3","VIHA-PHH-Port Hardy Hospital-Main Building-1st Floor","Port Hardy","Main Building","Maintenance Shop","1","VIHATRP20230509-015","","07/13/2026","General Rounding","Plant Maintenance","NTT-Deskside Services-PortHardy-Staffed"
"LD065695","HSS-8074202","6SLSQV3","VIHA-PHH-Port Hardy Hospital-Main Building-1st Floor","Port Hardy","Main Building","Physio","1","VIHATRP20230509-017","","06/15/2026","General Rounding","PHH Physiotherapy","NTT-Deskside Services-PortHardy-Staffed"
"LD065802","HSS-8074204","340LTV3","VIHA-PHH-Port Hardy Hospital-Main Building-1st Floor","Port Hardy","Main Building","General Office","1","VIHATRP20230509-019","","07/02/2026","General Rounding","Community Rehab-Re3","NTT-Deskside Services-PortHardy-Staffed"
"PC033375","HSS-8074205","72R5XP3","VIHA-PHH-Port Hardy Hospital-Main Building-1st Floor","Port Hardy","Main Building","General Office (Medical Records)","1","VIHATRP20230509-020","","07/08/2026","General Rounding","Records Management","NTT-Deskside Services-PortHardy-Staffed"
"PC021645","HSS-8074206","2PF5XP3","VIHA-PHPCC-Port Hardy Primary Care Centre-Main Building-1st Floor","Port Hardy","Main Building","Dirty Room","1","VIHATRP20230509-021","","07/06/2026","General Rounding","PH Primary Care Ctr","NTT-Deskside Services-PortHardy-Local"
"PC021643","HSS-8074207","F3KQQN3","VIHA-PHPCC-Port Hardy Primary Care Centre-Main Building-1st Floor","Port Hardy","Main Building","Room 3","1","VIHATRP20230509-022","","06/24/2026","General Rounding","PHC/CDM Pt McNeill","NTT-Deskside Services-PortHardy-Local"
"PC021642","HSS-8074208","FNQ5XP3","VIHA-PHPCC-Port Hardy Primary Care Centre-Main Building-1st Floor","Port Hardy","Main Building","Room 4","1","VIHATRP20230509-023","","06/24/2026","General Rounding","PH Primary Care Ctr","NTT-Deskside Services-PortHardy-Local"
"PC021644","HSS-8074209","4L25XP3","VIHA-PHPCC-Port Hardy Primary Care Centre-Main Building-1st Floor","Port Hardy","Main Building","Room 14","1","VIHATRP20230509-024","","06/16/2026","General Rounding","PH Primary Care Ctr","NTT-Deskside Services-PortHardy-Local"
"PC026577","HSS-8074210","3NF5XP3","VIHA-PHPCC-Port Hardy Primary Care Centre-Main Building-1st Floor","Port Hardy","Main Building","Dirty Room","1","VIHATRP20230509-025","","12/28/2023","Excluded"," ","NTT-Deskside Services-PortHardy-Local"
"PC021945","HSS-8074211","8131KQ3","VIHA-PHPCC-Port Hardy Primary Care Centre-Main Building-1st Floor","Port Hardy","Main Building","Reception 2","1","VIHATRP20230509-026","","07/09/2026","Critical Clinical","PH Primary Care Ctr","NTT-Deskside Services-PortHardy-Local"
"PC026579","HSS-8074212","5ZZ0KQ3","VIHA-PHPCC-Port Hardy Primary Care Centre-Main Building-1st Floor","Port Hardy","Main Building","Room 11","1","VIHATRP20230509-027","","06/26/2026","General Rounding","PH Primary Care Ctr","NTT-Deskside Services-PortHardy-Local"
"PC026574","HSS-8074213","FBQ5XP3","VIHA-PHPCC-Port Hardy Primary Care Centre-Main Building-1st Floor","Port Hardy","Main Building","Bullpen (Against backwall - 3rd from breakroom)","1","VIHATRP20230509-028","","06/26/2026","General Rounding","Primary Care","NTT-Deskside Services-PortHardy-Local"
"PC026572","HSS-8074214","JXZ0KQ3","VIHA-PHPCC-Port Hardy Primary Care Centre-Main Building-1st Floor","Port Hardy","Main Building","Main Office","1","VIHATRP20230509-029","","07/09/2026","General Rounding","PH Primary Care Ctr","NTT-Deskside Services-PortHardy-Local"
"PC023576","HSS-8074215","5TQ5XP3","VIHA-PHPCC-Port Hardy Primary Care Centre-Main Building-1st Floor","Port Hardy","Main Building","Room 1","1","VIHATRP20230509-030","","06/24/2026","General Rounding","PH Primary Care Ctr","NTT-Deskside Services-PortHardy-Local"
"PC021516","HSS-8074216","4MF5XP3","VIHA-PHPCC-Port Hardy Primary Care Centre-Main Building-1st Floor","Port Hardy","Main Building","Room 10","1","VIHATRP20230509-031","","07/09/2026","General Rounding","PH Primary Care Ctr","NTT-Deskside Services-PortHardy-Local"
"PC021654","HSS-8074217","2NF5XP3","VIHA-PHPCC-Port Hardy Primary Care Centre-Main Building-1st Floor","Port Hardy","Main Building","Bullpen (Island of four desks - 2nd Closest to doo","1","VIHATRP20230509-032","","06/26/2026","General Rounding","PH Primary Care Ctr","NTT-Deskside Services-PortHardy-Local"
"PC021652","HSS-8074218","2XZ0KQ3","VIHA-PHPCC-Port Hardy Primary Care Centre-Main Building-1st Floor","Port Hardy","Main Building","Room 2","1","VIHATRP20230509-033","","06/26/2026","General Rounding","PHC/CDM Pt McNeill","NTT-Deskside Services-PortHardy-Local"
"PC021651","HSS-8074219","7YZ0KQ3","VIHA-PHPCC-Port Hardy Primary Care Centre-Main Building-1st Floor","Port Hardy","Main Building","Bullpen (Island of four desks - Facing window)","1","VIHATRP20230509-034","","07/09/2026","General Rounding","PH Primary Care Ctr","NTT-Deskside Services-PortHardy-Local"
"PC021647","HSS-8074220","BZZ0KQ3","VIHA-PHPCC-Port Hardy Primary Care Centre-Main Building-1st Floor","Port Hardy","Main Building","Reception","1","VIHATRP20230509-035","","07/09/2026","Critical Clinical","PH Primary Care Ctr","NTT-Deskside Services-PortHardy-Local"
"PC022059","HSS-8074221","2XMMPR3","VIHA-PHPCC-Port Hardy Primary Care Centre-Main Building-1st Floor","Port Hardy","Main Building","Bullpen (Sidewall 2nd from Breakroom)","1","VIHATRP20230509-036","","06/16/2026","General Rounding","Physician Contracts","NTT-Deskside Services-PortHardy-Local"
"PC021648","HSS-8074222","HMWKPR3","VIHA-PHPCC-Port Hardy Primary Care Centre-Main Building-1st Floor","Port Hardy","Main Building","Bullpen (Against backwall - 2nd from breakroom)","1","VIHATRP20230509-037","","06/24/2026","General Rounding","PH Primary Care Ctr","NTT-Deskside Services-PortHardy-Local"
"PC026578","HSS-8074223","G5BMPR3","VIHA-PHPCC-Port Hardy Primary Care Centre-Main Building-1st Floor","Port Hardy","Main Building","Room 15","1","VIHATRP20230509-038","","06/26/2026","General Rounding","PH Primary Care Ctr","NTT-Deskside Services-PortHardy-Local"
"PC022058","HSS-8074224","7WZ0KQ3","VIHA-PHPCC-Port Hardy Primary Care Centre-Main Building-1st Floor","Port Hardy","Main Building","Room 16","1","VIHATRP20230509-039","","06/24/2026","General Rounding","PH Primary Care Ctr","NTT-Deskside Services-PortHardy-Local"
"LD022344","HSS-8074227","FW9TQV3","VIHA-PHMHAS-Port Hardy Mental Health & Addiction Services-Main Building-1st Floor","Port Hardy","Main Building","10","1","VIHATRP20230509-042","","03/19/2026","General Rounding","Clinical Svc Mt Waddington","NTT-Deskside Services-PortHardy-Local"
"LD066073","HSS-8074230","9D4TQV3","VIHA-PHMHAS-Port Hardy Mental Health & Addiction Services-Main Building-1st Floor","Port Hardy","Main Building","Bullpen (Harm Reduction Office)","1","VIHATRP20230509-045","","02/28/2025","General Rounding","NI ICMT","NTT-Deskside Services-PortHardy-Local"
"LD035982","HSS-8074233","JYQJTV3","VIHA-PHMHAS-Port Hardy Mental Health & Addiction Services-Main Building-1st Floor","Port Hardy","Main Building","Office 2","1","VIHATRP20230509-048","","03/31/2026","General Rounding","Clinical Svc Mt Waddington","NTT-Deskside Services-PortHardy-Local"
"LD022340","HSS-8074235","J5SSQV3","VIHA-PHMHAS-Port Hardy Mental Health & Addiction Services-Main Building-1st Floor","Port Hardy","Main Building","6","1","VIHATRP20230509-050","","03/19/2026","General Rounding","Clinical Svc Mt Waddington","NTT-Deskside Services-PortHardy-Local"
"PC033388","HSS-8074237","DVZ0KQ3","VIHA-PMH-Port McNeill Hospital-Main Building-1st Floor","Port McNeill","Main Building","Admin Office (Left of Enter Door)","1","VIHATRP20230509-052","","06/01/2026","General Rounding","Admin","NTT-Deskside Services-PortHardy-Remote"
"PC031993","HSS-8074238","JKWKPR3","VIHA-PMH-Port McNeill Hospital-Main Building-1st Floor","Port McNeill","Main Building","Trauma Room","1","VIHATRP20230509-053","","07/06/2026","Critical Clinical","Combined Medical/Surgical","NTT-Deskside Services-PortHardy-Remote"
"PC030105","HSS-8074239","HWZ0KQ3","VIHA-PMH-Port McNeill Hospital-Main Building-1st Floor","Port McNeill","Main Building","Xray (Front Desk)","1","VIHATRP20230509-054","","06/01/2026","General Rounding","X-Ray","NTT-Deskside Services-PortHardy-Remote"
"PC031990","HSS-8074240","1ZZ0KQ3","VIHA-PMH-Port McNeill Hospital-Main Building-1st Floor","Port McNeill","Main Building","Lab (Behind Front Desk)","1","VIHATRP20230509-055","","06/01/2026","General Rounding","Medical Imag Site Admin","NTT-Deskside Services-PortHardy-Remote"
"LD030962","HSS-8074241","F6SSQV3","VIHA-PMH-Port McNeill Hospital-Main Building-1st Floor","Port McNeill","Main Building","Telehealth room","1","VIHATRP20230509-056","","04/21/2026","General Rounding","Scheduling Services Admin","NTT-Deskside Services-PortHardy-Remote"
"PC031991","HSS-8074243","FLWKPR3","VIHA-PMH-Port McNeill Hospital-Main Building-1st Floor","Port McNeill","Main Building","XRAY (Hematology bench top computer)","1","VIHATRP20230509-058","","04/17/2026","General Rounding","Medical Imag Site Admin","NTT-Deskside Services-PortHardy-Remote"
"PC035267","HSS-8074244","7YQMPR3","VIHA-PMAPCC-Port McNeill A'ekakila'as Primary Care Centre-Main Building-1st Floor","Port McNeill","Main Building","Room 6","1","VIHATRP20230509-059","","04/21/2026","General Rounding","PHC/CDM Pt McNeill","NTT-Deskside Services-PortHardy-Remote"
"PC033387","HSS-8074245","58BMPR3","VIHA-PMH-Port McNeill Hospital-Main Building-1st Floor","Port McNeill","Main Building","Admin Office (Back of Office by Clock)","1","VIHATRP20230509-060","","06/01/2026","General Rounding","Home Care Nursing-Re3","NTT-Deskside Services-PortHardy-Remote"
"PC035261","HSS-8074246","GKWKPR3","VIHA-PMH-Port McNeill Hospital-Main Building-1st Floor","Port McNeill","Main Building","Mental Health Office Admin Trailer (Reception)","1","VIHATRP20230509-061","","06/01/2026","General Rounding","Clinical Svc Mt Waddington","NTT-Deskside Services-PortHardy-Remote"
"PC031988","HSS-8074247","HVZ0KQ3","VIHA-PMH-Port McNeill Hospital-Main Building-1st Floor","Port McNeill","Main Building","Admin Office (Middle of Office)","1","VIHATRP20230509-062","","06/15/2026","General Rounding","Housekeeping","NTT-Deskside Services-PortHardy-Remote"
"PC035264","HSS-8074248","BWZ0KQ3","VIHA-PMH-Port McNeill Hospital","Port McNeill","Main Building","Nursing Station (Report Room)","1","VIHATRP20230509-063","","12/19/2023","Excluded","Med Staff Cred and Priv","NTT-Deskside Services-PortHardy-Remote"
"PC033998","HSS-8074250","JWZ0KQ3","VIHA-PMH-Port McNeill Hospital-Main Building-1st Floor","Port McNeill","Main Building","Port McNeill Telehealth room","1","VIHATRP20230509-065","","03/19/2026","General Rounding","Combined Medical/Surgical","NTT-Deskside Services-PortHardy-Remote"
"PC033389","HSS-8074251","CVZ0KQ3","VIHA-PMH-Port McNeill Hospital-Main Building-1st Floor","Port McNeill","Main Building","Nursing Station  (Front Desk - Left)","1","VIHATRP20230509-066","","07/06/2026","Critical Clinical","Combined Medical/Surgical","NTT-Deskside Services-PortHardy-Remote"
"PC033386","HSS-8074252","9131KQ3","VIHA-PMH-Port McNeill Hospital-Main Building-1st Floor","Port McNeill","Main Building","Admin Office-Admitting","1","VIHATRP20230509-067","","07/06/2026","Critical Clinical","Admitting","NTT-Deskside Services-PortHardy-Remote"
"PC067140","HSS-8080289","9W9VPR3","VIHA-PMH-Port McNeill Hospital-Main Building-1st Floor","Port McNeill","Main Building","Xray (Back of Lab - Window)","1st Floor","VIHATRP20231106-105","","02/14/2024","General Rounding","PMH Lab","NTT-Deskside Services-PortHardy-Remote"
"PC044306","HSS-8080846","JQJMPR3","VIHA-PHH-Port Hardy Hospital-Main Building-1st Floor","Port Hardy","Main Building","Reception","1","VIHATRP20231127-102","","07/13/2026","Critical Clinical","Admin","NTT-Deskside Services-PortHardy-Staffed"
"LD086445","HSS-8081056","DH72SV3","VIHA-PHMHAS-Port Hardy Mental Health & Addiction Services-Main Building-1st Floor","Port Hardy","Main building","?","1","REQ1506281-RITM1589141-SCTASK2573124","","12/04/2025","General Rounding","MCN Clinical Svc NVI( Port Hardy Mental Health)","NTT-Deskside Services-PortHardy-Local"
"LD045957","HSS-8085346","9N3YCW3","VIHA-PHH-Port Hardy Hospital-Main Building-1st Floor","Port Hardy","Main Building","WFH","1","VIHATRP20240408-101","","04/24/2026","Excluded","ACS Lab Quality Management","NTT-Deskside Services-PortHardy-Staffed"
"PC076279","HSS-8087922","93C6724","VIHA-PMAPCC-Port McNeill A'ekakila'as Primary Care Centre-Main Building-1st Floor","Port McNeill","Main Building","Mid Office","1","VIHATRP20240624-001","","04/21/2026","General Rounding","Primary care","NTT-Deskside Services-PortHardy-Remote"
"PC076568","HSS-8087923","9ZB6724","VIHA-PMAPCC-Port McNeill A'ekakila'as Primary Care Centre-Main Building-1st Floor","Port McNeill","Main Building","Admin - Jessica","1","VIHATRP20240624-002","","04/21/2026","General Rounding","NVI Port McNeill","NTT-Deskside Services-PortHardy-Remote"
"PC064205","HSS-8087924","10C6724","VIHA-PMAPCC-Port McNeill A'ekakila'as Primary Care Centre-Main Building-1st Floor","Port McNeill","Main Building","Room 7","1","VIHATRP20240624-003","","04/21/2026","General Rounding","NVI Port McNeill","NTT-Deskside Services-PortHardy-Remote"
"PC076286","HSS-8087925","9MH5724","VIHA-PMAPCC-Port McNeill A'ekakila'as Primary Care Centre-Main Building-1st Floor","Port McNeill","Main Building","Jessica","1","VIHATRP20240624-004","","04/21/2026","General Rounding","NVI Port McNeill","NTT-Deskside Services-PortHardy-Remote"
"PC076565","HSS-8087926","8GS5724","VIHA-PMAPCC-Port McNeill A'ekakila'as Primary Care Centre-Main Building-1st Floor","Port McNeill","Main Building","Mid Office","1","VIHATRP20240624-005","","04/21/2026","General Rounding","NVI Port McNeill","NTT-Deskside Services-PortHardy-Remote"
"PC076566","HSS-8087927","83C6724","VIHA-PMAPCC-Port McNeill A'ekakila'as Primary Care Centre-Main Building-1st Floor","Port McNeill","Main Building","Reception","1","VIHATRP20240624-006","","04/21/2026","General Rounding","NVI Port McNeill","NTT-Deskside Services-PortHardy-Remote"
"LD066494","HSS-8087928","B3MQCW3","VIHA-PMAPCC-Port McNeill A'ekakila'as Primary Care Centre-Main Building-1st Floor","Port McNeill","Main Building","Room 11","1","VIHATRP20240624-007","","05/21/2026","General Rounding","NVI Port McNeill","NTT-Deskside Services-PortHardy-Remote"
"LD066634","HSS-8087929","HLFQCW3","VIHA-PMAPCC-Port McNeill A'ekakila'as Primary Care Centre-Main Building-1st Floor","Port McNeill","Main Building","Room 2","1","VIHATRP20240624-008","","04/21/2026","General Rounding","COV Device Management - PHSA","NTT-Deskside Services-PortHardy-Remote"
"LD066635","HSS-8087930","398QCW3","VIHA-PMAPCC-Port McNeill A'ekakila'as Primary Care Centre-Main Building-1st Floor","Port McNeill","Main Building","Room 3","1","VIHATRP20240624-009","","04/21/2026","General Rounding","ACV Med Staff Cred and Priv","NTT-Deskside Services-PortHardy-Remote"
"LD066334","HSS-8087931","9PKPCW3","VIHA-PMH-Port McNeill Hospital-Main Building-1st Floor","Port McNeill","Main Building","WFH","1","VIHATRP20240624-010","","02/19/2026","Excluded","NVI Home & Comm Care","NTT-Deskside Services-PortHardy-Remote"
"LD040992","HSS-8087932","H68QCW3","VIHA-PMH-Port McNeill Hospital-Main Building-1st Floor","Port McNeill","Main Building","WFH","1st Floor","VIHATRP20240624-011","","","Excluded","Workforce Optimization","NTT-Deskside Services-PortHardy-Remote"
"LD066633","HSS-8087933","2H8QCW3","VIHA-PMH-Port McNeill Hospital-Main Building-1st Floor","Port McNeill","Main Building","port Mcneil physiotherapy room","1","VIHATRP20240624-012","","01/13/2025","General Rounding","NVI Home & Comm Care","NTT-Deskside Services-PortHardy-Remote"
"PC047073","HSS-8087934","F0C6724","VIHA-SHC-Sointula Health Clinic-Main Building-1st Floor","Sointula","Main Building","Reception","1","VIHATRP20240624-013","","05/16/2025","General Rounding","NVI MHAS","NTT-Deskside Services-PortHardy-Remote"
"PC060956","HSS-8087935","F1C6724","VIHA-SHC-Sointula Health Clinic-Main Building-1st Floor","Sointula","Main Building","Common Room","1","VIHATRP20240624-014","","05/16/2025","General Rounding","Strathcona/Remote Communities","NTT-Deskside Services-PortHardy-Remote"
"PC029582","HSS-8087936","20C6724","VIHA-SHC-Sointula Health Clinic-Main Building-1st Floor","Sointula","Main Building","Clinic Room 1","1","VIHATRP20240624-015","","05/16/2025","General Rounding","Strathcona/Remote Communities","NTT-Deskside Services-PortHardy-Remote"
"LD040945","HSS-8087937","J4MQCW3","VIHA-PHHC-Port Hardy Health Centre-Main Building-1st Floor","Port Hardy","Main Building","PHHU Boardroom","1","VIHATRP20240624-016","","05/08/2026","General Rounding","NVI CYF","NTT-Deskside Services-PortHardy-Local"
"LD042739","HSS-8087938","87MQCW3","VIHA-PHHC-Port Hardy Health Centre-Main Building-1st Floor","Port Hardy","Main Building","For use at Home","1","VIHATRP20240624-017","","05/08/2026","General Rounding","NVI CYF","NTT-Deskside Services-PortHardy-Local"
"PC023575","HSS-8087942","5HS5724","VIHA-PHPCC-Port Hardy Primary Care Centre-Main Building-1st Floor","Port Hardy","Main Building","Admin Office","1","VIHATRP20240624-021","","06/24/2026","General Rounding","NVI Port Hardy Primary Care","NTT-Deskside Services-PortHardy-Local"
"PC026576","HSS-8087943","6TW5724","VIHA-PHPCC-Port Hardy Primary Care Centre-Main Building-1st Floor","Port Hardy","Main Building","Room 12","1","VIHATRP20240624-022","","06/24/2026","General Rounding","Medical Staff Cred and Priv","NTT-Deskside Services-PortHardy-Local"
"PC021518","HSS-8087944","9JS5724","VIHA-PHPCC-Port Hardy Primary Care Centre-Main Building-1st Floor","Port Hardy","Main Building","Room 5","1","VIHATRP20240624-023","","07/06/2026","General Rounding","Mt Waddington Indig Hlth","NTT-Deskside Services-PortHardy-Local"
"PC023326","HSS-8087945","FQX6724","VIHA-PHPCC-Port Hardy Primary Care Centre-Main Building-1st Floor","Port Hardy","Main Building","Bullpen (Island of four desks - Closest to door)","1","VIHATRP20240624-024","","06/26/2026","General Rounding","NVI Port Hardy Primary Care","NTT-Deskside Services-PortHardy-Local"
"LD024927","HSS-8087946","49MQCW3","VIHA-PHPCC-Port Hardy Primary Care Centre-Main Building-1st Floor","Port Hardy","Main Building","Room 6","1","VIHATRP20240624-025","","05/04/2026","General Rounding","NVI Port Hardy Primary Care","NTT-Deskside Services-PortHardy-Local"
"PC026580","HSS-8087947","6GS5724","VIHA-PHPCC-Port Hardy Primary Care Centre-Main Building-1st Floor","Port Hardy","Main Building","Room 9","1","VIHATRP20240624-026","","06/24/2026","General Rounding","Mt Waddington Indig Hlth","NTT-Deskside Services-PortHardy-Local"
"PC026582","HSS-8087948","F2C6724","VIHA-PHPCC-Port Hardy Primary Care Centre-Main Building-1st Floor","Port Hardy","Main Building","Bullpen (Against sidewall - corner of room","1","VIHATRP20240624-027","","06/24/2026","General Rounding","PHH Combined Medical/Surgical","NTT-Deskside Services-PortHardy-Local"
"LD066630","HSS-8087949","8R2QCW3","VIHA-PHPCC-Port Hardy Primary Care Centre-Main Building-1st Floor","Port Hardy","Main Building","Bullpen (Backwall facing windows - 4th from breakr","1","VIHATRP20240624-028","","06/26/2026","General Rounding","NVI Port McNeill","NTT-Deskside Services-PortHardy-Local"
"LD066636","HSS-8087950","778QCW3","VIHA-PHPCC-Port Hardy Primary Care Centre-Main Building-1st Floor","Port Hardy","Main Building","With Dr","1","VIHATRP20240624-029","","06/26/2026","General Rounding","Primary care","NTT-Deskside Services-PortHardy-Local"
"LD066629","HSS-8087951","3PFQCW3","VIHA-PHPCC-Port Hardy Primary Care Centre-Main Building-1st Floor","Port Hardy","Main Building","Admin Office","1","VIHATRP20240624-030","","06/26/2026","General Rounding","NVI Port McNeill","NTT-Deskside Services-PortHardy-Local"
"PC029519","HSS-8087956","9YB6724","VIHA-PAH-Port Alice Health Center-Main Building-1st Floor","Port Alice","Main Building","Comfort Room","1","VIHATRP20240624-035","","07/07/2026","General Rounding","NVI Primary Care","NTT-Deskside Services-PortHardy-Remote"
"PC030247","HSS-8087957","J746724","VIHA-PAH-Port Alice Health Center-Main Building-1st Floor","Port Alice","Main Building","Telehealth Room","1","VIHATRP20240624-036","","07/07/2026","General Rounding","Medical Staff Contracts","NTT-Deskside Services-PortHardy-Remote"
"LD027179","HSS-8087958","C8MQCW3","VIHA-PAH-Port Alice Health Center-Main Building-1st Floor","Port Alice","Main Building","Social Work Office","1","VIHATRP20240624-037","","07/07/2026","General Rounding","NVI Primary Care","NTT-Deskside Services-PortHardy-Remote"
"LD044184","HSS-8087959","H9MQCW3","VIHA-PHFP-Port Hardy Family Practice-Main Building-1st Floor","Port Hardy","Main Building","208","2","VIHATRP20240624-038","","02/20/2026","General Rounding","CI/NI CYMH & Substance Use","NTT-Deskside Services-PortHardy-Local"
"LD045866","HSS-8087960","BM5TCW3","VIHA-PHH-Port Hardy Hospital","Port Hardy","Main Building","Work From Home","1st Floor","VIHATRP20240624-039","","10/02/2024","Excluded","Clinical Risk Management","NTT-Deskside Services-PortHardy-Staffed"
"PC076200","HSS-8087961","FP76724","VIHA-PHH-Port Hardy Hospital-Main Building-1st Floor","Port Hardy","Main Building","Ultrasound","1","VIHATRP20240624-040","","07/08/2026","Critical Clinical","NI Medical Imaging","NTT-Deskside Services-PortHardy-Staffed"
"PC033372","HSS-8087963","C746724","VIHA-PHH-Port Hardy Hospital-Main Building-1st Floor","Port Hardy","Main Building","Doctor's Lounge","1","VIHATRP20240624-042","","07/13/2026","General Rounding","Device Acquisition","NTT-Deskside Services-PortHardy-Staffed"
"PC035259","HSS-8087964","1B46724","VIHA-PHH-Port Hardy Hospital-Main Building-1st Floor","Port Hardy","Main Building","Physiotherapy Room","1","VIHATRP20240624-043","","06/15/2026","General Rounding","NVI Port Hardy Rural Svcs","NTT-Deskside Services-PortHardy-Staffed"
"PC033374","HSS-8087965","H846724","VIHA-PHH-Port Hardy Hospital-Main Building-1st Floor","Port Hardy","Main Building","Nurses Station (Breakroom)","1","VIHATRP20240624-044","","07/13/2026","Critical Clinical","Emergency Services","NTT-Deskside Services-PortHardy-Staffed"
"PC035256","HSS-8087966","HP76724","VIHA-PHH-Port Hardy Hospital-Main Building-1st Floor","Port Hardy","Main Building","Nurses Station (Right of Downtime)","1","VIHATRP20240624-045","","07/13/2026","Critical Clinical","NVI Port Hardy Rural Svcs","NTT-Deskside Services-PortHardy-Staffed"
"PC047062","HSS-8087967","JP76724","VIHA-PHH-Port Hardy Hospital-Main Building-1st Floor","Port Hardy","Main Building","Trauma Room","1","VIHATRP20240624-046","","07/13/2026","Critical Clinical","Device Acquisition","NTT-Deskside Services-PortHardy-Staffed"
"PC035266","HSS-8087968","F946724","VIHA-PMH-Port McNeill Hospital-Main Building-1st Floor","Port McNeill","Main Building","Nurses lounge","1","VIHATRP20240624-047","","06/01/2026","General Rounding","PMH Combined Medical/Surgical","NTT-Deskside Services-PortHardy-Remote"
"PC047070","HSS-8087969","H946724","VIHA-PHH-Port Hardy Hospital-Main Building-1st Floor","Port Hardy","Main Building","Eagle Ridge Manor Nurses Station","1","VIHATRP20240624-048","","06/22/2026","General Rounding","NVI Long Term Care","NTT-Deskside Services-PortHardy-Staffed"
