"u_parent_asset","name","asset_tag","serial_number","location","u_building","u_room","u_floor","po_number","u_scheduled_retirement"
"","HSS-8008923-M1","HSS-8008923-M1","","","Main Building","A","2","",""
"","HSS-8008926-M1","HSS-8008926-M1","","","Main Building","2A","2","",""
"","HSS-1952774-M1","HSS-1952774-M1","","","","","","",""
"","HSS-1953660-M2","HSS-1953660-M2","","","","","","",""
"","HSS-1953674-M1","HSS-1953674-M1","","","","","","",""
"","HSS-8008868-M1","HSS-8008868-M1","","","Main Building","CT Scan room/US Tech area","G","",""
"LD024401LEG","HSS-1954608-M1","HSS-1954608-M1","","","","","","",""
"","HSS-1954758-M2","HSS-1954758-M2","","","","","","",""
"","HSS-1012308 -M2","HSS-1012308 -M2","","","","","","",""
"","HSS-1952712-M1","HSS-1952712-M1","","","","","","",""
"","HSS-1953658-M1","HSS-1953658-M1","","","","","","",""
"","HSS-8008869-M1","HSS-8008869-M1","","","Main Building","M712","G","",""
"","HSS-1954746-M1","HSS-1954746-M1","","","","","","",""
"","HSS-1012080-M1","HSS-1012080-M1","","","","","","",""
"","HSS-1952597-M2","HSS-1952597-M2","","","","","","",""
"","HSS-1953665-M1","HSS-1953665-M1","","","","","","",""
"","HSS-1954677-M1","HSS-1954677-M1","","","","","","",""
"","HSS-1954601-M1","HSS-1954601-M1","","","","","","",""
"","HSS-1952594-M2","HSS-1952594-M2","","","","","","",""
"","HSS-1953663-M1","HSS-1953663-M1","","","","","","",""
"","HSS-1954635-M1","HSS-1954635-M1","","","","","","",""
"","HSS-1010139-M2","HSS-1010139-M2","","","","","","",""
"","HSS-1952795-M1","HSS-1952795-M1","","","","","","",""
"","HSS-1952978-M2","HSS-1952978-M2","","","","","","",""
"","HSS-8008772-M2","HSS-8008772-M2","","","Royal Block","RB 315","3","",""
"","HSS-8008781-M1","HSS-8008781-M1","","","Richmond Pavilion","104","1","",""
"","HSS-8008794-M1","HSS-8008794-M1","","","Main Building","Main","G","",""
"","HSS-8008798-M1","HSS-8008798-M1","","","Main Building","Team Room - ACT","G","",""
"","HSS-8009002-M1","HSS-8009002-M1","","","Main Building","lab room 1120","1","",""
"","HSS-8009005-M1","HSS-8009005-M1","","","Main Building","Cathi M-HCN","1","",""
"","HSS-8009007-M2","HSS-8009007-M2","","","Main Building","2160","2","",""
"","HSS-8009009-M2","HSS-8009009-M2","","","Main Building","Technologist Area","1","",""
"","HSS-1953780-M1","HSS-1953780-M1","","","","","","",""
"","HSS-1954515-M1","HSS-1954515-M1","","","","","","",""
"","HSS-1955032-M1","HSS-1955032-M1","","","","","","",""
"","HSS-8008976-M2","HSS-8008976-M2","","","North Tower","3708","3","",""
"","HSS-8008980-M1","HSS-8008980-M1","","","South Tower","S2224 Ortho Clinic","2","",""
"","HSS-1010137-M2","HSS-1010137-M2","","","","","","",""
"","HSS-1952947-M2","HSS-1952947-M2","","","","","","",""
"","HSS-8008773-M1","HSS-8008773-M1","","","Main Building","1216","1","",""
"","HSS-8008776-M1","HSS-8008776-M1","","","Main Building","233","2","",""
"","HSS-8008783-M1","HSS-8008783-M1","","","Eric Martin Pavilion","194D","1","",""
"","HSS-8008795-M1","HSS-8008795-M1","","","Main Building","Team Room - ICMS area","G","",""
"","HSS-8009002-M2","HSS-8009002-M2","","","Main Building","lab room 1120","1","",""
"","HSS-8009006-M1","HSS-8009006-M1","","","Main Building","Jessica-clerical","2","",""
"","HSS-8009008-M1","HSS-8009008-M1","","","Main Building","3310K","3","",""
"","HSS-1953724-M2","HSS-1953724-M2","","","","","","",""
"","HSS-1954513-M1","HSS-1954513-M1","","","","","","",""
"","HSS-1955028-M1","HSS-1955028-M1","","","","","","",""
"","HSS-1955054-M1","HSS-1955054-M1","","","","","","",""
"","HSS-8008958-M1","HSS-8008958-M1","","","Eric Martin Pavilion","403","4","",""
"","HSS-8008971-M1","HSS-8008971-M1","","","Main Building","2a","2","",""
"","HSS-8008977-M1","HSS-8008977-M1","","","Main Building","116","G","",""
"","HSS-1010132-M1","HSS-1010132-M1","","","","","","",""
"","HSS-1953067-M1","HSS-1953067-M1","","","","","","",""
"","HSS-8008783-M2","HSS-8008783-M2","","","Eric Martin Pavilion","194D","1","",""
"","HSS-8008796-M1","HSS-8008796-M1","","","Main Building","Team Room - ICMS area","G","",""
"","HSS-8009003-M1","HSS-8009003-M1","","","Main Building","room 1209","1","",""
"","HSS-8009006-M2","HSS-8009006-M2","","","Main Building","Jessica-clerical","2","",""
"","HSS-8009008-M2","HSS-8009008-M2","","","Main Building","3310K","3","",""
"","HSS-1955052-M1","HSS-1955052-M1","","","","","","",""
"","HSS-8008956-M1","HSS-8008956-M1","","","Eric Martin Pavilion","208-A","2","",""
"","HSS-8008961-M1","HSS-8008961-M1","","","Main Building","163","1","",""
"","HSS-8008972-M1","HSS-8008972-M1","","","Memorial Pavilion","K/W 011","B","",""
"","HSS-8008978-M1","HSS-8008978-M1","","","Main Building","3333","3","",""
"","HSS-1010142-M1","HSS-1010142-M1","","","","","","",""
"LD045816LEG","lenovo","","","","","","","",""
"","HSS-1952940-M1","HSS-1952940-M1","","","","","","",""
"","HSS-1952986-M1","HSS-1952986-M1","","","","","","",""
"","HSS-8008797-M1","HSS-8008797-M1","","","Main Building","Second Desk from the left, far wall","1","",""
"","HSS-8009004-M1","HSS-8009004-M1","","","Main Building","Nurse Clinician","1","",""
"","HSS-8009007-M1","HSS-8009007-M1","","","Main Building","2160","2","",""
"","HSS-8009009-M1","HSS-8009009-M1","","","Main Building","Technologist Area","1","",""
"","HSS-1954496-M1","HSS-1954496-M1","","","","","","",""
"","HSS-1954522-M1","HSS-1954522-M1","","","","","","",""
"","HSS-1955036-M1","HSS-1955036-M1","","","","","","",""
"","HSS-1955068-M2","HSS-1955068-M2","","","","","","",""
"","HSS-8008956-M2","HSS-8008956-M2","","","Eric Martin Pavilion","208-A","2","",""
"","HSS-8008968-M1","HSS-8008968-M1","","","Main Building","# A105  /middle desk window wall","1","",""
"","HSS-8008976-M1","HSS-8008976-M1","","","North Tower","3708","3","",""
"","HSS-8008979-M1","HSS-8008979-M1","","","North Tower","D side nursing station","6","",""
"","HSS-1010422-M1","HSS-1010422-M1","","","","","","",""
"","HSS-8007889-M2","HSS-8007889-M2","","","","","","",""
"","HSS-1953100-M2","HSS-1953100-M2","","","","","","",""
"","HSS-1953607-M2","HSS-1953607-M2","","","","","","",""
"","HSS-8008807-M1","HSS-8008807-M1","","","Main Building","end of the hall/ no room numbers","1","",""
"","HSS-1954542-M1","HSS-1954542-M1","","","","","","",""
"","HSS-8008895-M1","HSS-8008895-M1","","","Main Building","116","1","",""
"","HSS-8008899-M1","HSS-8008899-M1","","","Main Building","B244 ambulatory care building","B","",""
"","HSS-8008907-M1","HSS-8008907-M1","","","Main Building","HS Supervisors - L. Doherty","2","",""
"","HSS-8008910-M1","HSS-8008910-M1","","","Main Building","404","G","",""
"","HSS-1955074-M1","HSS-1955074-M1","","","","","","",""
"","HSS-1010167-M1","HSS-1010167-M1","","","","","","",""
"","HSS-1010248-M1","HSS-1010248-M1","","","","","","",""
"","HSS-1953600-M2","HSS-1953600-M2","","","","","","",""
"","HSS-8008808-M1","HSS-8008808-M1","","","Main Building","1541","G","",""
"","HSS-1954529-M1","HSS-1954529-M1","","","","","","",""
"","HSS-1954550-M1","HSS-1954550-M1","","","","","","",""
"","HSS-8008896-M1","HSS-8008896-M1","","","Main Building","Talia Beltgen's office","1","",""
"","HSS-8008899-M2","HSS-8008899-M2","","","Main Building","B244 ambulatory care building","B","",""
"","HSS-8008903-M1","HSS-8008903-M1","","","Main Building","East Room - L. Rooke","2","",""
"","HSS-8008907-M2","HSS-8008907-M2","","","Main Building","HS Supervisors - L. Doherty","2","",""
"","HSS-8008911-M1","HSS-8008911-M1","","","Main Building","2","1","",""
"","HSS-1955072-M1","HSS-1955072-M1","","","","","","",""
"","HSS-1010144-M1","HSS-1010144-M1","","","","","","",""
"","HSS-1010188-M2","HSS-1010188-M2","","","","","","",""
"","HSS-1953581-M1","HSS-1953581-M1","","","","","","",""
"","HSS-1954528-M1","HSS-1954528-M1","","","","","","",""
"","HSS-1954548-M1","HSS-1954548-M1","","","","","","",""
"","HSS-8008897-M1","HSS-8008897-M1","","","Main Building","Office G20","G","",""
"","HSS-8008900-M1","HSS-8008900-M1","","","Main Building","U/S Room 2","1","",""
"","HSS-8008904-M1","HSS-8008904-M1","","","Main Building","108","1","",""
"","HSS-8008908-M1","HSS-8008908-M1","","","Main Building","207 - T Gamble (Room attached to HS Supe","2","",""
"","HSS-8008913-M1","HSS-8008913-M1","","","Royal Block","RB1 Reception Desk","1","",""
"","HSS-1955070-M2","HSS-1955070-M2","","","","","","",""
"","HSS-1955142-M2","HSS-1955142-M2","","","","","","",""
"","HSS-1010181-M1","HSS-1010181-M1","","","","","","",""
"","HSS-1010436-M1","HSS-1010436-M1","","","","","","",""
"","HSS-1953102-M2","HSS-1953102-M2","","","","","","",""
"","HSS-1953610-M2","HSS-1953610-M2","","","","","","",""
"","HSS-1954547-M1","HSS-1954547-M1","","","","","","",""
"","HSS-8008894-M1","HSS-8008894-M1","","","Main Building","Teleconference room G25","G","",""
"","HSS-8008898-M1","HSS-8008898-M1","","","Main Building","Room besde Kitchen","1","",""
"","HSS-8008909-M1","HSS-8008909-M1","","","Main Building","418","G","",""
"","HSS-1955092-M2","HSS-1955092-M2","","","","","","",""
"","HSS-1011312-M1","HSS-1011312-M1","","","","","","",""
"","HSS-1011575--M1","HSS-1011575--M1","","","","","","",""
"","HSS-1012077-M1","HSS-1012077-M1","","","","","","",""
"","HSS-8008742-M1","HSS-8008742-M1","","","Main Building","C1 pod","1","",""
"","HSS-8008745-M1","HSS-8008745-M1","","","Main Building","Trauma Rm 1238","1","",""
"","HSS-1953623-M1","HSS-1953623-M1","","","","","","",""
"","HSS-1953644-M1","HSS-1953644-M1","","","","","","",""
"","HSS-1954588-M1","HSS-1954588-M1","","","","","","",""
"","HSS-1010619-M2","HSS-1010619-M2","","","","","","",""
"","HSS-1012046-M2","HSS-1012046-M2","","","","","","",""
"","HSS-8008738-M1","HSS-8008738-M1","","","Main Building","Kim Cochrane (6)","1","",""
"","HSS-8008739-M2","HSS-8008739-M2","","","Main Building","OR","2","",""
"","HSS-8008742-M2","HSS-8008742-M2","","","Main Building","C1 pod","1","",""
"","HSS-8008746-M1","HSS-8008746-M1","","","Main Building","Nursing station","G","",""
"","HSS-1953616-M1","HSS-1953616-M1","","","","","","",""
"","HSS-1953637-M1","HSS-1953637-M1","","","","","","",""
"","HSS-1954580-M1","HSS-1954580-M1","","","","","","",""
"","HSS-1954597-M1","HSS-1954597-M1","","","","","","",""
"","HSS-1010611-M1","HSS-1010611-M1","","","","","","",""
"","HSS-1012042-M1","HSS-1012042-M1","","","","","","",""
"","HSS-8008740-M1","HSS-8008740-M1","","VIHA-NRGH-Nanaimo Regional General Hospital","Main Building","Emergency Admitting","1","",""
"","HSS-8008743-M1","HSS-8008743-M1","","","Main Building","B pod","1","",""
"","HSS-8008747-M1","HSS-8008747-M1","","","Main Building","Admin - 104a","","",""
"","HSS-1953631-M2","HSS-1953631-M2","","","","","","",""
"","HSS-8008834-M1","HSS-8008834-M1","","","Main Building","2704- Stroke Rapid Assessment UNit","1","",""
"","HSS-8008741-M1","HSS-8008741-M1","","","Main Building","C1 Pod","1","",""
"","HSS-8008744-M1","HSS-8008744-M1","","","Main Building","B Pod","1","",""
"","HSS-1953633-M2","HSS-1953633-M2","","","","","","",""
"","HSS-8008833-M1","HSS-8008833-M1","","","Main Building","104 (Room 1502)","1","",""
"","HSS-1954560-M1","HSS-1954560-M1","","","","","","",""
"","HSS-1954592-M1","HSS-1954592-M1","","","","","","",""
"","HSS-1952597-M1","HSS-1952597-M1","","","","","","",""
"","HSS-8008765-M2","HSS-8008765-M2","","","Main Building","G011A","G","",""
"","HSS-8008769-M1","HSS-8008769-M1","","","Eric Martin Pavilion","349","3","",""
"","HSS-1953664-M2","HSS-1953664-M2","","","","","","",""
"","HSS-8008860-M2","HSS-8008860-M2","","","Begbie Hall","256","2","",""
"","HSS-8008863-M2","HSS-8008863-M2","","","Main Building","Histo grossing room","1","",""
"","HSS-8008867-M1","HSS-8008867-M1","","","Main Building","Moira Bonell's office","1","",""
"","HSS-1954651-M2","HSS-1954651-M2","","","","","","",""
"","HSS-1954600-M1","HSS-1954600-M1","","","","","","",""
"","HSS-8008954-M2","HSS-8008954-M2","","","Eric Martin Pavilion","208-A","2","",""
"","HSS-1952594-M1","HSS-1952594-M1","","","","","","",""
"","HSS-8008766-M1","HSS-8008766-M1","","","Main Building","G262 Transcription within NRGH Health Re","G","",""
"","HSS-8008770-M1","HSS-8008770-M1","","","Diagnostic & Treatment","3048","3","",""
"","HSS-1953662-M2","HSS-1953662-M2","","","","","","",""
"","HSS-8008852-M1","HSS-8008852-M1","","","Main Building","B018","B1","",""
"","HSS-8008861-M1","HSS-8008861-M1","","","Main Building","420","4","",""
"","HSS-8008864-M1","HSS-8008864-M1","","","Main Building","M715 / X-Ray Tech Area","G","",""
"","HSS-8008867-M2","HSS-8008867-M2","","","Main Building","Moira Bonell's office","1","",""
"","HSS-1954616-M1","HSS-1954616-M1","","","","","","",""
"","HSS-8008955-M1","HSS-8008955-M1","","","Main Building","1204","G","",""
"","HSS-1952759-M2","HSS-1952759-M2","","","","","","",""
"","HSS-8008767-M1","HSS-8008767-M1","","VIHA-NRGH-Nanaimo Regional General Hospital","Main Building","G253","G","",""
"","HSS-8008771-M1","HSS-8008771-M1","","","Main Building","Learning Lab","1","",""
"","HSS-1953660-M1","HSS-1953660-M1","","","","","","",""
"","HSS-1953673-M1","HSS-1953673-M1","","","","","","",""
"","HSS-8008849-M1","HSS-8008849-M1","","","Main Building","A07","B1","",""
"","HSS-8008855-M1","HSS-8008855-M1","","","Eric Martin Pavilion","452","4","",""
"","HSS-8008859-M1","HSS-8008859-M1","","","Diagnostic & Treatment","DT5913","5","",""
"","HSS-8008861-M2","HSS-8008861-M2","","","Main Building","420","4","",""
"","HSS-8008865-M1","HSS-8008865-M1","","","Main Building","CT Tech Area","1","",""
"","HSS-1954607-M1","HSS-1954607-M1","","","","","","",""
"","HSS-1954758-M1","HSS-1954758-M1","","","","","","",""
"","HSS-8008953-M2","HSS-8008953-M2","","","Royal Block","245","2","",""
"","HSS-1012234-M1","HSS-1012234-M1","","","","","","",""
"","HSS-1012308 -M1","HSS-1012308 -M1","","","","","","",""
"","HSS-8008765-M1","HSS-8008765-M1","","","Main Building","G011A","G","",""
"","HSS-8008768-M1","HSS-8008768-M1","","","Eric Martin Pavilion","640A","6","",""
"","HSS-1953655-M2","HSS-1953655-M2","","","","","","",""
"","HSS-1953669-M1","HSS-1953669-M1","","","","","","",""
"","HSS-8008850-M1","HSS-8008850-M1","","","Jack Ledger Building","B041","1","",""
"","HSS-8008855-M2","HSS-8008855-M2","","","Eric Martin Pavilion","452","4","",""
"","HSS-8008860-M1","HSS-8008860-M1","","","Begbie Hall","256","2","",""
"","HSS-8008863-M1","HSS-8008863-M1","","","Main Building","Histo grossing room","1","",""
"","HSS-8008866-M1","HSS-8008866-M1","","","Main Building","M713","1","",""
"","HSS-1954745-M2","HSS-1954745-M2","","","","","","",""
"","HSS-8008954-M1","HSS-8008954-M1","","","Eric Martin Pavilion","208-A","2","",""
"","HSS-1010130-M2","HSS-1010130-M2","","","","","","",""
"","HSS-1010143-M2","HSS-1010143-M2","","","","","","",""
"","HSS-1952942-M2","HSS-1952942-M2","","","","","","",""
"","HSS-1953026-M1","HSS-1953026-M1","","","","","","",""
"","HSS-8008789-M2","HSS-8008789-M2","","","Main Building","Administation/Front Desk","","",""
"","HSS-8008792-M1","HSS-8008792-M1","","","Main Building","Pharmacy","1","",""
"","HSS-1954511-M1","HSS-1954511-M1","","","","","","",""
"","HSS-1954527-M2","HSS-1954527-M2","","","","","","",""
"","HSS-8008888-M1","HSS-8008888-M1","","","Main Building","ED Admitting - second computer from left","1","",""
"","HSS-8008890-M1","HSS-8008890-M1","","","Main Building","B-Lab","1","",""
"","HSS-1955041-M1","HSS-1955041-M1","","","","","","",""
"","HSS-1010013-M1","HSS-1010013-M1","","","","","","",""
"","HSS-1010141-M1","HSS-1010141-M1","","","","","","",""
"","HSS-1952939-M1","HSS-1952939-M1","","","","","","",""
"","HSS-1952982-M2","HSS-1952982-M2","","","","","","",""
"","HSS-8008790-M1","HSS-8008790-M1","","","Main Building","Reception Desk #2","1","",""
"","HSS-8008792-M2","HSS-8008792-M2","","","Main Building","Pharmacy","1","",""
"","HSS-1954495-M1","HSS-1954495-M1","","","","","","",""
"","HSS-1954520-M2","HSS-1954520-M2","","","","","","",""
"","HSS-8008888-M2","HSS-8008888-M2","","","Main Building","ED Admitting - second computer from left","1","",""
"","HSS-8008891-M1","HSS-8008891-M1","","","Main Building","nursing station","5","",""
"","HSS-1955035-M1","HSS-1955035-M1","","","","","","",""
"","HSS-1955068-M1","HSS-1955068-M1","","","","","","",""
"","HSS-1010139-M1","HSS-1010139-M1","","","","","","",""
"","HSS-1952792-M2","HSS-1952792-M2","","","","","","",""
"","HSS-1952978-M1","HSS-1952978-M1","","","","","","",""
"","HSS-1953779-M2","HSS-1953779-M2","","","","","","",""
"","HSS-1954514-M2","HSS-1954514-M2","","","","","","",""
"","HSS-8008889-M1","HSS-8008889-M1","","","Main Building","ED, POD C4","1","",""
"","HSS-8008891-M2","HSS-8008891-M2","","","Main Building","nursing station","5","",""
"","HSS-1955031-M1","HSS-1955031-M1","","","","","","",""
"","HSS-1955057-M1","HSS-1955057-M1","","","","","","",""
"","HSS-1010137-M1","HSS-1010137-M1","","","","","","",""
"","HSS-1952947-M1","HSS-1952947-M1","","","","","","",""
"","HSS-8008791-M1","HSS-8008791-M1","","","Main Building","Clinician Work Space","G","",""
"","HSS-1954512-M2","HSS-1954512-M2","","","","","","",""
"","HSS-8008887-M1","HSS-8008887-M1","","","Main Building","G0022","G","",""
"","HSS-8008889-M2","HSS-8008889-M2","","","Main Building","ED, POD C4","1","",""
"","HSS-8008892-M1","HSS-8008892-M1","","","Main Building","PC2047/Pain Clinic","2","",""
"","HSS-1954767-M2","HSS-1954767-M2","","","","","","",""
"","HSS-1955023-M2","HSS-1955023-M2","","VIHA-CRG-Campbell River General Hospital-Main Building","","CR0601","","",""
"","HSS-1955053-M2","HSS-1955053-M2","","","","","","",""
"","HSS-1010188-M1","HSS-1010188-M1","","","","","","",""
"","HSS-1010437-M1","HSS-1010437-M1","","","","","","",""
"","HSS-8008724-M1","HSS-8008724-M1","","","Main Building","Mian Kitchen","B1","",""
"","HSS-8008727-M1","HSS-8008727-M1","","","Main Building","3","2","",""
"","HSS-1953572-M1","HSS-1953572-M1","","","","","","",""
"","HSS-8008820-M1","HSS-8008820-M1","","","Main Building","MI RECEPTION","1","",""
"","HSS-8008824-M1","HSS-8008824-M1","","","Main Building","Primary Care","1","",""
"","HSS-8009025-M1","HSS-8009025-M1","","","North Tower","3050A","3","",""
"","HSS-8009383-M1","HSS-8009383-M1","","","Main Building","1471A","1","",""
"","HSS-1954547-M2","HSS-1954547-M2","","","","","","",""
"","HSS-8008893-M1","HSS-8008893-M1","","","Main Building","Urgent Care office","1","",""
"","HSS-1955070-M1","HSS-1955070-M1","","","","","","",""
